socialMedia,url,rate,status
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/277057?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,2646 / 2750,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/277325?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,4029 / 5237,Available
APPSTORE/App Download,https://socialearning.org/earner/update/tasks/view/277383?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,81 / 120,Available
APPSTORE/App Review,https://socialearning.org/earner/update/tasks/view/277384?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,102 / 120,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/277864?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,4764 / 5000,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/277963?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,5104 / 5300,Available
WEBSITE/Traffic,https://socialearning.org/earner/update/tasks/view/278031?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,1112 / 6000,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/278357?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,5048 / 5500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/278384?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,4950 / 5500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/278386?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,4440 / 5500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/278890?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,4498 / 4520,Available
TIKTOK/Video Likes,https://socialearning.org/earner/update/tasks/view/279026?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,2968 / 5000,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/279496?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,4868 / 5500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/279502?next=/earner/available/tasks%3Fpage%3D6%26filter_social_media%3D,3185 / 5500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/279524?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,4847 / 5500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/279527?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,4814 / 5500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/280085?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,4394 / 4500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/280671?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,4230 / 8800,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/280675?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,4655 / 5500,Available
X/Page Follow,https://socialearning.org/earner/update/tasks/view/280689?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,2793 / 5500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/280694?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,4694 / 5500,Available
THREADS/Page Follow,https://socialearning.org/earner/update/tasks/view/280957?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,440 / 660,Available
INSTAGRAM/Post View,https://socialearning.org/earner/update/tasks/view/281203?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,3917 / 5000,Available
FACEBOOK/Video View,https://socialearning.org/earner/update/tasks/view/281204?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,3329 / 5000,Available
FACEBOOK/Video View,https://socialearning.org/earner/update/tasks/view/281482?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,3266 / 5000,Available
TIKTOK/Views,https://socialearning.org/earner/update/tasks/view/281484?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,2758 / 5000,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/282162?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,4448 / 4500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/282320?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,4524 / 5500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/282328?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,4449 / 5500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/282359?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,4480 / 5500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/282418?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,1470 / 2270,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/282455?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,4445 / 4500,Available
TIKTOK/Video Likes,https://socialearning.org/earner/update/tasks/view/282652?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,875 / 1000,Available
WEBSITE/Sign up Only,https://socialearning.org/earner/update/tasks/view/282870?next=/earner/available/tasks%3Fpage%3D7%26filter_social_media%3D,311 / 400,Available
TIKTOK/Video Likes,https://socialearning.org/earner/update/tasks/view/283104?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,1980 / 2400,Available
X/Page Follow,https://socialearning.org/earner/update/tasks/view/283470?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,2387 / 2660,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/283671?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,3958 / 4600,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/283733?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,4257 / 5000,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/283940?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,4253 / 4500,Available
TELEGRAM/Channel,https://socialearning.org/earner/update/tasks/view/284507?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,2315 / 2370,Available
BOOMPLAY/Music Like,https://socialearning.org/earner/update/tasks/view/284564?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,516 / 530,Available
THREADS/Page Follow,https://socialearning.org/earner/update/tasks/view/284583?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,1121 / 1550,Available
WEBSITE/Sign up Only,https://socialearning.org/earner/update/tasks/view/284624?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,422 / 500,Available
LINKEDIN/Page Follow,https://socialearning.org/earner/update/tasks/view/284727?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,801 / 1000,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/284925?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,4194 / 6000,Available
WEBSITE/Sign up Only,https://socialearning.org/earner/update/tasks/view/285059?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,359 / 454,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/285627?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,4140 / 5500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/285640?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,4111 / 5500,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/285703?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,4109 / 5500,Available
WEBSITE/10mb App Download/Sign Up,https://socialearning.org/earner/update/tasks/view/285861?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,244 / 256,Available
WEBSITE/Trustpilot 5 Star Review,https://socialearning.org/earner/update/tasks/view/286139?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,307 / 50000,Available
FACEBOOK/Video View,https://socialearning.org/earner/update/tasks/view/286408?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,2857 / 5000,Available
LINKEDIN/Page Follow,https://socialearning.org/earner/update/tasks/view/286555?next=/earner/available/tasks%3Fpage%3D8%26filter_social_media%3D,706 / 850,Available
WEBSITE/Sign up Only,https://socialearning.org/earner/update/tasks/view/286629?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,436 / 500,Available
TIKTOK/Page Follow,https://socialearning.org/earner/update/tasks/view/286923?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,1394 / 1660,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/287615?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,3937 / 4500,Available
X/Page Follow,https://socialearning.org/earner/update/tasks/view/287885?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,1988 / 2000,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/287976?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,3889 / 5000,Available
TIKTOK/Views,https://socialearning.org/earner/update/tasks/view/288445?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,2275 / 5000,Available
YOUTUBE/Video Views,https://socialearning.org/earner/update/tasks/view/288629?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,1987 / 5000,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/288690?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,3384 / 3400,Available
FACEBOOK/Video View,https://socialearning.org/earner/update/tasks/view/288729?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,2647 / 2800,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/289330?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,3813 / 5000,Available
LINKEDIN/Page Follow,https://socialearning.org/earner/update/tasks/view/290286?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,726 / 1000,Available
X/Page Follow,https://socialearning.org/earner/update/tasks/view/290563?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,1891 / 2541,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/290747?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,3754 / 5000,Available
WHATSAPP/Contact save,https://socialearning.org/earner/update/tasks/view/291011?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,45 / 150,Available
INSTAGRAM/Page Follow,https://socialearning.org/earner/update/tasks/view/291855?next=/earner/available/tasks%3Fpage%3D9%26filter_social_media%3D,3633 / 4000,Available
